movie_id,original_title,clean_title,year,genres_text,director,top_cast,overview
763,Happy Gilmore (1996),Happy Gilmore,1996,Comedy,Dennis Dugan,"Adam Sandler, Christopher McDonald, Julie Bowen","Failed hockey player-turned-golf whiz Happy Gilmore — whose unconventional approach and antics on the green courts the ire of rival Shooter McGavin — is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image."
764,If Lucy Fell (1996),If Lucy Fell,1996,"Comedy, Romance",Eric Schaeffer,"Sarah Jessica Parker, Eric Schaeffer, Ben Stiller","Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge."
765,Boomerang (1992),Boomerang,1992,"Comedy, Romance",Reginald Hudlin,"Eddie Murphy, Robin Givens, Halle Berry","Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill."
766,Man of the Year (1995),Man of the Year,1995,Comedy,Dirk Shafer,"Dirk Shafer, Mary Stein, Claudette Sutherland","First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?"
767,"Addiction, The (1995)",The Addiction,1995,"Drama, Horror",Abel Ferrara,"Lili Taylor, Christopher Walken, Annabella Sciorra",A vampiric doctoral student tries to follow the philosophy of a nocturnal comrade and control her thirst for blood.
768,Casper (1995),Casper,1995,"Fantasy, Comedy, Family",Brad Silberling,"Christina Ricci, Bill Pullman, Cathy Moriarty","Casper is a kind young ghost who peacefully haunts a mansion in Maine. When specialist James Harvey arrives to communicate with Casper and his fellow spirits, he brings along his teenage daughter, Kat. Casper quickly falls in love with Kat, but their budding relationship is complicated not only by his transparent state, but also by his troublemaking apparition uncles and their mischievous antics."
769,Congo (1995),Congo,1995,"Action, Adventure, Science Fiction",Frank Marshall,"Laura Linney, Dylan Walsh, Ernie Hudson","Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa, where human greed and the laws of nature have gone berserk."
770,Devil in a Blue Dress (1995),Devil in a Blue Dress,1995,"Thriller, Crime, Mystery",Carl Franklin,"Denzel Washington, Tom Sizemore, Jennifer Beals","In late 1940s Los Angeles, Easy Rawlins is an unemployed black World War II veteran with few job prospects. At a bar, Easy meets DeWitt Albright, a mysterious white man looking for someone to investigate the disappearance of a missing white woman named Daphne Monet, who he suspects is hiding out in one of the city's black jazz clubs. Strapped for money and facing house payments, Easy takes the job, but soon finds himself in over his head."
771,Johnny Mnemonic (1995),Johnny Mnemonic,1995,"Science Fiction, Action, Adventure",Robert Longo,"Keanu Reeves, Dina Meyer, Takeshi Kitano","In a dystopian 2021, Johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits—and will kill him if the data is not removed in time—but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life."
772,Kids (1995),Kids,1995,"Drama, Crime",Larry Clark,"Leo Fitzpatrick, Justin Pierce, Chloë Sevigny","A group of bored, disaffected New York City teenagers spend a day skating, smoking, drinking, partying, deflowering virgins, and getting into fights."
773,Mute Witness (1994),Mute Witness,1994,Unknown,Unknown Director,Unknown Cast,A movie titled Mute Witness released in 1994.
774,"Prophecy, The (1995)",The Prophecy,1995,"Action, Mystery, Fantasy, Thriller",Gregory Widen,"Christopher Walken, Elias Koteas, Virginia Madsen","The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him."
775,Something to Talk About (1995),Something to Talk About,1995,"Comedy, Drama",Lasse Hallström,"Julia Roberts, Dennis Quaid, Robert Duvall","Grace King Bichon, who is managing her father's riding-stable, discovers that her husband Eddie is deceiving her with another woman. After confronting him in the middle of the night on the streets of their small home town, she decides to stay at her sister Emma Rae's house for a while to make up her mind. Breaking out of her everyday life, she starts to question the authority of everyone."
776,Three Wishes (1995),Three Wishes,1995,"Fantasy, Family, Drama",Martha Coolidge,"Patrick Swayze, Mary Elizabeth Mastrantonio, Joseph Mazzello","While Jane Holman is driving with her two sons, she accidentally runs into a drifter, Jack McCloud, who breaks his leg. Being responsible, Jane invites Jack, and his dog, to stay at her home until his leg has healed. Jack struggles to adapt their lifestyle, and finds himself loved by the family."
777,Castle Freak (1995),Castle Freak,1995,"Thriller, Drama, Horror, Mystery",Stuart Gordon,"Jeffrey Combs, Barbara Crampton, Jonathan Fuller","John Reilly discovers that his family's newly inherited castle in Italy is haunted by a relentless, bloodthirsty creature."
778,Don Juan DeMarco (1995),Don Juan DeMarco,1995,"Romance, Drama, Comedy",Jeremy Leven,"Johnny Depp, Marlon Brando, Faye Dunaway","John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage."
779,Drop Zone (1994),Drop Zone,1994,"Action, Thriller, Crime",John Badham,"Wesley Snipes, Gary Busey, Yancy Butler","A daring prison break from an airliner at 30,000 feet leaves U.S. Marshal Pete Nessip mourning a brother and gunning for revenge. After being ordered to turn in his badge, he seeks out Jessie Crossman, a noted skydiver, and offers to sponsor her crew for the annual Independence Day parachuting show in Washington, D.C., if she trains him. Meanwhile, the mastermind behind the mid-air jailbreak is planning a daring computer theft on Independence Day."
780,Dumb & Dumber (1994),Dumb & Dumber,1994,Comedy,Peter Farrelly,"Jim Carrey, Jeff Daniels, Lauren Holly","Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart."
781,French Kiss (1995),French Kiss,1995,"Comedy, Romance",Lawrence Kasdan,"Meg Ryan, Kevin Kline, Timothy Hutton","After her fiancee admits to infidelity while on a business trip in France, a woman attempts to get her lover back and marry him by traveling to Paris despite her crippling fear of flying.  On the way she unwittingly smuggles something of value that has a charming crook chasing her across France as she chases after her future husband."
782,Little Odessa (1994),Little Odessa,1994,"Drama, Crime",James Gray,"Tim Roth, Edward Furlong, Moira Kelly","Long separated from his family, hitman Joshua returns to Brighton Beach for a contract killing for the Russian Mafia. His abusive father, Arkady, banned him from returning after Joshua committed his first murder. He takes up residence in a hotel, and soon everyone knows he has returned. He goes home to visit his dying mother, Irina, and prepares for the assassination, getting drawn back into the criminal community he left behind."
783,Milk Money (1994),Milk Money,1994,"Comedy, Romance, Drama",Richard Benjamin,"Melanie Griffith, Ed Harris, Michael Patrick Carter","Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession."
784,Beyond Bedlam (1993),Beyond Bedlam,1993,Unknown,Unknown Director,Unknown Cast,A movie titled Beyond Bedlam released in 1993.
785,Only You (1994),Only You,1994,"Romance, Comedy",Norman Jewison,"Marisa Tomei, Robert Downey Jr., Bonnie Hunt","Two childhood paranormal incidents have convinced schoolteacher Faith Corvatch that her true love is a guy named 'Damon Bradley', but she has yet to meet him. Preparing to marry podiatrist Dwayne in ten days, Faith receives a phone call from Dwayne's old classmate Damon Bradley, who is on his way to Venice. She impulsively decides to fly to Italy with the hope of finally encountering the man of her dreams. Accompanying her on the trip is her sister-in-law and best friend Kate, who has just left her husband, Faith's brother Larry."
786,"Perez Family, The (1995)",The Perez Family,1995,"Comedy, Drama, Romance",Mira Nair,"Marisa Tomei, Alfred Molina, Anjelica Huston","In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades."
787,Roommates (1995),Roommates,1995,"Drama, Comedy",Peter Yates,"Peter Falk, D. B. Sweeney, Julianne Moore","An elderly, yet young-at-heart man, moves in with his grandson, and both their lives turn upside-down."
